Date,FG-Code,LST,Monat.Jahr,Fachrichtung,postal,online,Gesamt,Year,Bundesland_pretty
2023-09,26.0,ÖGK-B,Sep.23,FA für Strahlentherapie - Radioonkologie,,2.0,2.0,2023,Burgenland
2023-09,29.0,ÖGK-B,Sep.23,FA für Immunologie,,2.0,2.0,2023,Burgenland
2023-09,32.0,ÖGK-B,Sep.23,FA für Kinder- und Jugendpsychiatrie,,,0.0,2023,Burgenland
2023-09,34.0,ÖGK-B,Sep.23,FA für medizinische Biologie,,,0.0,2023,Burgenland
2023-09,50.0,ÖGK-B,Sep.23,FA für medizinische und chemische Labordiagnostik,2.0,,2.0,2023,Burgenland
2023-09,53.0,ÖGK-B,Sep.23,FA für Pathologie und Histologie,,,0.0,2023,Burgenland
2023-09,55.0,ÖGK-B,Sep.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Burgenland
2023-09,,ÖGK-B,Sep.23,Gesamt,8192.0,4735.0,12927.0,2023,Burgenland
2023-10,5.0,ÖGK-B,Okt.23,FA für Haut- und Geschlechtskrankheiten,831.0,557.0,1388.0,2023,Burgenland
2023-10,6.0,ÖGK-B,Okt.23,FA für Frauenheilkunde und Geburtshilfe,1189.0,1599.0,2788.0,2023,Burgenland
2023-10,7.0,ÖGK-B,Okt.23,FA für Innere Medizin,1269.0,639.0,1908.0,2023,Burgenland
2023-10,8.0,ÖGK-B,Okt.23,FA für Kinder- und Jugendheilkunde,272.0,358.0,630.0,2023,Burgenland
2023-10,9.0,ÖGK-B,Okt.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",416.0,157.0,573.0,2023,Burgenland
2023-10,10.0,ÖGK-B,Okt.23,FA für Lungenkrankheiten,21.0,7.0,28.0,2023,Burgenland
2023-10,11.0,ÖGK-B,Okt.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,83.0,31.0,114.0,2023,Burgenland
2023-10,12.0,ÖGK-B,Okt.23,FA für Orthopädie und orthopädische Chirurgie,1415.0,703.0,2118.0,2023,Burgenland
2023-10,13.0,ÖGK-B,Okt.23,FA für Physikalische Medizin,32.0,24.0,56.0,2023,Burgenland
2023-10,14.0,ÖGK-B,Okt.23,FA für Radiologie,112.0,67.0,179.0,2023,Burgenland
2023-10,15.0,ÖGK-B,Okt.23,FA für Unfallchirurgie,223.0,96.0,319.0,2023,Burgenland
2023-10,16.0,ÖGK-B,Okt.23,FA für Urologie,357.0,208.0,565.0,2023,Burgenland
2023-10,18.0,ÖGK-B,Okt.23,FA für Neurochirurgie,22.0,7.0,29.0,2023,Burgenland
2023-10,19.0,ÖGK-B,Okt.23,FA für Neurologie,217.0,94.0,311.0,2023,Burgenland
2023-10,20.0,ÖGK-B,Okt.23,FA für Psychiatrie,111.0,187.0,298.0,2023,Burgenland
2023-10,21.0,ÖGK-B,Okt.23,FA für Plastische Chirurgie,9.0,27.0,36.0,2023,Burgenland
2023-10,22.0,ÖGK-B,Okt.23,FA für Kinderchirurgie,,,0.0,2023,Burgenland
2023-10,23.0,ÖGK-B,Okt.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Burgenland
2023-10,24.0,ÖGK-B,Okt.23,FA für Nuklearmedizin,28.0,32.0,60.0,2023,Burgenland
2023-10,26.0,ÖGK-B,Okt.23,FA für Strahlentherapie - Radioonkologie,1.0,1.0,2.0,2023,Burgenland
2023-10,29.0,ÖGK-B,Okt.23,FA für Immunologie,3.0,2.0,5.0,2023,Burgenland
2023-10,32.0,ÖGK-B,Okt.23,FA für Kinder- und Jugendpsychiatrie,2.0,,2.0,2023,Burgenland
2023-10,34.0,ÖGK-B,Okt.23,FA für medizinische Biologie,,,0.0,2023,Burgenland
2023-10,50.0,ÖGK-B,Okt.23,FA für medizinische und chemische Labordiagnostik,7.0,1.0,8.0,2023,Burgenland
2023-10,53.0,ÖGK-B,Okt.23,FA für Pathologie und Histologie,1.0,1.0,2.0,2023,Burgenland
2023-10,55.0,ÖGK-B,Okt.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Burgenland
2023-10,,ÖGK-B,Okt.23,Gesamt,8011.0,6315.0,14326.0,2023,Burgenland
2023-11,5.0,ÖGK-B,Nov.23,FA für Haut- und Geschlechtskrankheiten,565.0,359.0,924.0,2023,Burgenland
2023-11,6.0,ÖGK-B,Nov.23,FA für Frauenheilkunde und Geburtshilfe,1282.0,1414.0,2696.0,2023,Burgenland
2023-11,7.0,ÖGK-B,Nov.23,FA für Innere Medizin,1715.0,509.0,2224.0,2023,Burgenland
2023-11,8.0,ÖGK-B,Nov.23,FA für Kinder- und Jugendheilkunde,313.0,354.0,667.0,2023,Burgenland
2023-11,9.0,ÖGK-B,Nov.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",313.0,98.0,411.0,2023,Burgenland
2023-11,10.0,ÖGK-B,Nov.23,FA für Lungenkrankheiten,16.0,5.0,21.0,2023,Burgenland
2023-11,11.0,ÖGK-B,Nov.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,134.0,26.0,160.0,2023,Burgenland
2023-11,12.0,ÖGK-B,Nov.23,FA für Orthopädie und orthopädische Chirurgie,1730.0,588.0,2318.0,2023,Burgenland
2023-11,13.0,ÖGK-B,Nov.23,FA für Physikalische Medizin,14.0,14.0,28.0,2023,Burgenland
2023-11,14.0,ÖGK-B,Nov.23,FA für Radiologie,119.0,27.0,146.0,2023,Burgenland
2023-11,15.0,ÖGK-B,Nov.23,FA für Unfallchirurgie,287.0,76.0,363.0,2023,Burgenland
2023-11,16.0,ÖGK-B,Nov.23,FA für Urologie,422.0,173.0,595.0,2023,Burgenland
2023-11,18.0,ÖGK-B,Nov.23,FA für Neurochirurgie,32.0,13.0,45.0,2023,Burgenland
2023-11,19.0,ÖGK-B,Nov.23,FA für Neurologie,386.0,78.0,464.0,2023,Burgenland
2023-11,20.0,ÖGK-B,Nov.23,FA für Psychiatrie,185.0,140.0,325.0,2023,Burgenland
2023-11,21.0,ÖGK-B,Nov.23,FA für Plastische Chirurgie,28.0,14.0,42.0,2023,Burgenland
2023-11,22.0,ÖGK-B,Nov.23,FA für Kinderchirurgie,,,0.0,2023,Burgenland
2023-11,23.0,ÖGK-B,Nov.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Burgenland
2023-11,24.0,ÖGK-B,Nov.23,FA für Nuklearmedizin,20.0,14.0,34.0,2023,Burgenland
2023-11,26.0,ÖGK-B,Nov.23,FA für Strahlentherapie - Radioonkologie,1.0,,1.0,2023,Burgenland
2023-11,29.0,ÖGK-B,Nov.23,FA für Immunologie,1.0,2.0,3.0,2023,Burgenland
2023-11,32.0,ÖGK-B,Nov.23,FA für Kinder- und Jugendpsychiatrie,,,0.0,2023,Burgenland
2023-11,34.0,ÖGK-B,Nov.23,FA für medizinische Biologie,,,0.0,2023,Burgenland
2023-11,50.0,ÖGK-B,Nov.23,FA für medizinische und chemische Labordiagnostik,4.0,,4.0,2023,Burgenland
2023-11,53.0,ÖGK-B,Nov.23,FA für Pathologie und Histologie,,,0.0,2023,Burgenland
2023-11,55.0,ÖGK-B,Nov.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Burgenland
2023-11,,ÖGK-B,Nov.23,Gesamt,9393.0,5237.0,14630.0,2023,Burgenland
2023-12,5.0,ÖGK-B,Dez.23,FA für Haut- und Geschlechtskrankheiten,597.0,419.0,1016.0,2023,Burgenland
2023-12,6.0,ÖGK-B,Dez.23,FA für Frauenheilkunde und Geburtshilfe,1014.0,1069.0,2083.0,2023,Burgenland
2023-12,7.0,ÖGK-B,Dez.23,FA für Innere Medizin,1259.0,430.0,1689.0,2023,Burgenland
2023-12,8.0,ÖGK-B,Dez.23,FA für Kinder- und Jugendheilkunde,207.0,319.0,526.0,2023,Burgenland
2023-12,9.0,ÖGK-B,Dez.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",356.0,89.0,445.0,2023,Burgenland
2023-12,10.0,ÖGK-B,Dez.23,FA für Lungenkrankheiten,12.0,10.0,22.0,2023,Burgenland
2023-12,11.0,ÖGK-B,Dez.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,90.0,17.0,107.0,2023,Burgenland
2023-12,12.0,ÖGK-B,Dez.23,FA für Orthopädie und orthopädische Chirurgie,1449.0,497.0,1946.0,2023,Burgenland
2023-12,13.0,ÖGK-B,Dez.23,FA für Physikalische Medizin,14.0,2.0,16.0,2023,Burgenland
2023-12,14.0,ÖGK-B,Dez.23,FA für Radiologie,119.0,55.0,174.0,2023,Burgenland
2023-12,15.0,ÖGK-B,Dez.23,FA für Unfallchirurgie,342.0,113.0,455.0,2023,Burgenland
2023-12,16.0,ÖGK-B,Dez.23,FA für Urologie,362.0,165.0,527.0,2023,Burgenland
2023-12,18.0,ÖGK-B,Dez.23,FA für Neurochirurgie,12.0,5.0,17.0,2023,Burgenland
2023-12,19.0,ÖGK-B,Dez.23,FA für Neurologie,348.0,85.0,433.0,2023,Burgenland
2023-12,20.0,ÖGK-B,Dez.23,FA für Psychiatrie,185.0,81.0,266.0,2023,Burgenland
2023-12,21.0,ÖGK-B,Dez.23,FA für Plastische Chirurgie,8.0,2.0,10.0,2023,Burgenland
2023-12,22.0,ÖGK-B,Dez.23,FA für Kinderchirurgie,,,0.0,2023,Burgenland
2023-12,23.0,ÖGK-B,Dez.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Burgenland
2023-12,24.0,ÖGK-B,Dez.23,FA für Nuklearmedizin,20.0,22.0,42.0,2023,Burgenland
2023-12,26.0,ÖGK-B,Dez.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Burgenland
2023-12,29.0,ÖGK-B,Dez.23,FA für Immunologie,,1.0,1.0,2023,Burgenland
2023-12,32.0,ÖGK-B,Dez.23,FA für Kinder- und Jugendpsychiatrie,,,0.0,2023,Burgenland
2023-12,34.0,ÖGK-B,Dez.23,FA für medizinische Biologie,,,0.0,2023,Burgenland
2023-12,50.0,ÖGK-B,Dez.23,FA für medizinische und chemische Labordiagnostik,2.0,1.0,3.0,2023,Burgenland
2023-12,53.0,ÖGK-B,Dez.23,FA für Pathologie und Histologie,,,0.0,2023,Burgenland
2023-12,55.0,ÖGK-B,Dez.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Burgenland
2023-12,,ÖGK-B,Dez.23,Gesamt,7826.0,4579.0,12405.0,2023,Burgenland
2023-01,5.0,ÖGK-K,Jän.23,FA für Haut- und Geschlechtskrankheiten,465.0,583.0,1048.0,2023,Kärnten
2023-01,6.0,ÖGK-K,Jän.23,FA für Frauenheilkunde und Geburtshilfe,1347.0,1432.0,2779.0,2023,Kärnten
2023-01,7.0,ÖGK-K,Jän.23,FA für Innere Medizin,544.0,641.0,1185.0,2023,Kärnten
2023-01,8.0,ÖGK-K,Jän.23,FA für Kinder- und Jugendheilkunde,690.0,2018.0,2708.0,2023,Kärnten
2023-01,9.0,ÖGK-K,Jän.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",357.0,164.0,521.0,2023,Kärnten
2023-01,10.0,ÖGK-K,Jän.23,FA für Lungenkrankheiten,3.0,2.0,5.0,2023,Kärnten
2023-01,11.0,ÖGK-K,Jän.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,1.0,,1.0,2023,Kärnten
2023-01,12.0,ÖGK-K,Jän.23,FA für Orthopädie und orthopädische Chirurgie,575.0,439.0,1014.0,2023,Kärnten
2023-01,13.0,ÖGK-K,Jän.23,FA für Physikalische Medizin,27.0,88.0,115.0,2023,Kärnten
2023-01,14.0,ÖGK-K,Jän.23,FA für Radiologie,118.0,55.0,173.0,2023,Kärnten
2023-01,15.0,ÖGK-K,Jän.23,FA für Unfallchirurgie,196.0,92.0,288.0,2023,Kärnten
2023-01,16.0,ÖGK-K,Jän.23,FA für Urologie,210.0,331.0,541.0,2023,Kärnten
2023-01,18.0,ÖGK-K,Jän.23,FA für Neurochirurgie,48.0,27.0,75.0,2023,Kärnten
2023-01,19.0,ÖGK-K,Jän.23,FA für Neurologie,135.0,103.0,238.0,2023,Kärnten
2023-01,20.0,ÖGK-K,Jän.23,FA für Psychiatrie,121.0,247.0,368.0,2023,Kärnten
2023-01,21.0,ÖGK-K,Jän.23,FA für Plastische Chirurgie,2.0,8.0,10.0,2023,Kärnten
2023-01,22.0,ÖGK-K,Jän.23,FA für Kinderchirurgie,1.0,,1.0,2023,Kärnten
2023-01,23.0,ÖGK-K,Jän.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Kärnten
2023-01,24.0,ÖGK-K,Jän.23,FA für Nuklearmedizin,49.0,64.0,113.0,2023,Kärnten
2023-01,26.0,ÖGK-K,Jän.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Kärnten
2023-01,29.0,ÖGK-K,Jän.23,FA für Immunologie,,,0.0,2023,Kärnten
2023-01,32.0,ÖGK-K,Jän.23,FA für Kinder- und Jugendpsychiatrie,36.0,38.0,74.0,2023,Kärnten
2023-01,34.0,ÖGK-K,Jän.23,FA für medizinische Biologie,,,0.0,2023,Kärnten
2023-01,50.0,ÖGK-K,Jän.23,FA für medizinische und chemische Labordiagnostik,7.0,9.0,16.0,2023,Kärnten
2023-01,53.0,ÖGK-K,Jän.23,FA für Pathologie und Histologie,,,0.0,2023,Kärnten
2023-01,55.0,ÖGK-K,Jän.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Kärnten
2023-01,,ÖGK-K,Jän.23,Gesamt,7018.0,9382.0,16400.0,2023,Kärnten
2023-02,5.0,ÖGK-K,Feb.23,FA für Haut- und Geschlechtskrankheiten,933.0,564.0,1497.0,2023,Kärnten
2023-02,6.0,ÖGK-K,Feb.23,FA für Frauenheilkunde und Geburtshilfe,2455.0,1368.0,3823.0,2023,Kärnten
2023-02,7.0,ÖGK-K,Feb.23,FA für Innere Medizin,1192.0,396.0,1588.0,2023,Kärnten
2023-02,8.0,ÖGK-K,Feb.23,FA für Kinder- und Jugendheilkunde,789.0,2164.0,2953.0,2023,Kärnten
2023-02,9.0,ÖGK-K,Feb.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",549.0,146.0,695.0,2023,Kärnten
2023-02,10.0,ÖGK-K,Feb.23,FA für Lungenkrankheiten,8.0,3.0,11.0,2023,Kärnten
2023-02,11.0,ÖGK-K,Feb.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,,0.0,2023,Kärnten
2023-02,12.0,ÖGK-K,Feb.23,FA für Orthopädie und orthopädische Chirurgie,666.0,486.0,1152.0,2023,Kärnten
2023-02,13.0,ÖGK-K,Feb.23,FA für Physikalische Medizin,27.0,84.0,111.0,2023,Kärnten
2023-02,14.0,ÖGK-K,Feb.23,FA für Radiologie,103.0,30.0,133.0,2023,Kärnten
2023-02,15.0,ÖGK-K,Feb.23,FA für Unfallchirurgie,117.0,135.0,252.0,2023,Kärnten
2023-02,16.0,ÖGK-K,Feb.23,FA für Urologie,457.0,198.0,655.0,2023,Kärnten
2023-02,18.0,ÖGK-K,Feb.23,FA für Neurochirurgie,45.0,16.0,61.0,2023,Kärnten
2023-02,19.0,ÖGK-K,Feb.23,FA für Neurologie,341.0,88.0,429.0,2023,Kärnten
2023-02,20.0,ÖGK-K,Feb.23,FA für Psychiatrie,280.0,218.0,498.0,2023,Kärnten
2023-02,21.0,ÖGK-K,Feb.23,FA für Plastische Chirurgie,,1.0,1.0,2023,Kärnten
2023-02,22.0,ÖGK-K,Feb.23,FA für Kinderchirurgie,,,0.0,2023,Kärnten
2023-02,23.0,ÖGK-K,Feb.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Kärnten
2023-02,24.0,ÖGK-K,Feb.23,FA für Nuklearmedizin,89.0,77.0,166.0,2023,Kärnten
2023-02,26.0,ÖGK-K,Feb.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Kärnten
2023-02,29.0,ÖGK-K,Feb.23,FA für Immunologie,,,0.0,2023,Kärnten
2023-02,32.0,ÖGK-K,Feb.23,FA für Kinder- und Jugendpsychiatrie,37.0,46.0,83.0,2023,Kärnten
2023-02,34.0,ÖGK-K,Feb.23,FA für medizinische Biologie,,,0.0,2023,Kärnten
2023-02,50.0,ÖGK-K,Feb.23,FA für medizinische und chemische Labordiagnostik,4.0,8.0,12.0,2023,Kärnten
2023-02,53.0,ÖGK-K,Feb.23,FA für Pathologie und Histologie,,,0.0,2023,Kärnten
2023-02,55.0,ÖGK-K,Feb.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Kärnten
2023-02,,ÖGK-K,Feb.23,Gesamt,10321.0,8372.0,18693.0,2023,Kärnten
2023-03,5.0,ÖGK-K,Mär.23,FA für Haut- und Geschlechtskrankheiten,1316.0,578.0,1894.0,2023,Kärnten
2023-03,6.0,ÖGK-K,Mär.23,FA für Frauenheilkunde und Geburtshilfe,3612.0,1664.0,5276.0,2023,Kärnten
2023-03,7.0,ÖGK-K,Mär.23,FA für Innere Medizin,2066.0,567.0,2633.0,2023,Kärnten
2023-03,8.0,ÖGK-K,Mär.23,FA für Kinder- und Jugendheilkunde,1483.0,2003.0,3486.0,2023,Kärnten
2023-03,9.0,ÖGK-K,Mär.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",640.0,171.0,811.0,2023,Kärnten
2023-03,10.0,ÖGK-K,Mär.23,FA für Lungenkrankheiten,32.0,8.0,40.0,2023,Kärnten
2023-03,11.0,ÖGK-K,Mär.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,,0.0,2023,Kärnten
2023-03,12.0,ÖGK-K,Mär.23,FA für Orthopädie und orthopädische Chirurgie,999.0,537.0,1536.0,2023,Kärnten
2023-03,13.0,ÖGK-K,Mär.23,FA für Physikalische Medizin,106.0,70.0,176.0,2023,Kärnten
2023-03,14.0,ÖGK-K,Mär.23,FA für Radiologie,204.0,53.0,257.0,2023,Kärnten
2023-03,15.0,ÖGK-K,Mär.23,FA für Unfallchirurgie,262.0,77.0,339.0,2023,Kärnten
2023-03,16.0,ÖGK-K,Mär.23,FA für Urologie,517.0,29.0,546.0,2023,Kärnten
2023-03,18.0,ÖGK-K,Mär.23,FA für Neurochirurgie,75.0,16.0,91.0,2023,Kärnten
2023-03,19.0,ÖGK-K,Mär.23,FA für Neurologie,388.0,131.0,519.0,2023,Kärnten
2023-03,20.0,ÖGK-K,Mär.23,FA für Psychiatrie,294.0,280.0,574.0,2023,Kärnten
2023-03,21.0,ÖGK-K,Mär.23,FA für Plastische Chirurgie,3.0,2.0,5.0,2023,Kärnten
2023-03,22.0,ÖGK-K,Mär.23,FA für Kinderchirurgie,,1.0,1.0,2023,Kärnten
2023-03,23.0,ÖGK-K,Mär.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Kärnten
2023-03,24.0,ÖGK-K,Mär.23,FA für Nuklearmedizin,108.0,23.0,131.0,2023,Kärnten
2023-03,26.0,ÖGK-K,Mär.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Kärnten
2023-03,29.0,ÖGK-K,Mär.23,FA für Immunologie,,,0.0,2023,Kärnten
2023-03,32.0,ÖGK-K,Mär.23,FA für Kinder- und Jugendpsychiatrie,66.0,21.0,87.0,2023,Kärnten
2023-03,34.0,ÖGK-K,Mär.23,FA für medizinische Biologie,,,0.0,2023,Kärnten
2023-03,50.0,ÖGK-K,Mär.23,FA für medizinische und chemische Labordiagnostik,9.0,13.0,22.0,2023,Kärnten
2023-03,53.0,ÖGK-K,Mär.23,FA für Pathologie und Histologie,,,0.0,2023,Kärnten
2023-03,55.0,ÖGK-K,Mär.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Kärnten
2023-03,,ÖGK-K,Mär.23,Gesamt,16473.0,8741.0,25214.0,2023,Kärnten
2023-04,5.0,ÖGK-K,Apr.23,FA für Haut- und Geschlechtskrankheiten,1038.0,477.0,1515.0,2023,Kärnten
2023-04,6.0,ÖGK-K,Apr.23,FA für Frauenheilkunde und Geburtshilfe,2960.0,1261.0,4221.0,2023,Kärnten
2023-04,7.0,ÖGK-K,Apr.23,FA für Innere Medizin,2037.0,435.0,2472.0,2023,Kärnten
2023-04,8.0,ÖGK-K,Apr.23,FA für Kinder- und Jugendheilkunde,1144.0,1803.0,2947.0,2023,Kärnten
2023-04,9.0,ÖGK-K,Apr.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",639.0,126.0,765.0,2023,Kärnten
2023-04,10.0,ÖGK-K,Apr.23,FA für Lungenkrankheiten,11.0,4.0,15.0,2023,Kärnten
2023-04,11.0,ÖGK-K,Apr.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,2.0,,2.0,2023,Kärnten
2023-04,12.0,ÖGK-K,Apr.23,FA für Orthopädie und orthopädische Chirurgie,935.0,490.0,1425.0,2023,Kärnten
2023-04,13.0,ÖGK-K,Apr.23,FA für Physikalische Medizin,34.0,118.0,152.0,2023,Kärnten
2023-04,14.0,ÖGK-K,Apr.23,FA für Radiologie,148.0,32.0,180.0,2023,Kärnten
2023-04,15.0,ÖGK-K,Apr.23,FA für Unfallchirurgie,209.0,77.0,286.0,2023,Kärnten
2023-04,16.0,ÖGK-K,Apr.23,FA für Urologie,631.0,34.0,665.0,2023,Kärnten
2023-04,18.0,ÖGK-K,Apr.23,FA für Neurochirurgie,59.0,22.0,81.0,2023,Kärnten
2023-04,19.0,ÖGK-K,Apr.23,FA für Neurologie,260.0,100.0,360.0,2023,Kärnten
2023-04,20.0,ÖGK-K,Apr.23,FA für Psychiatrie,329.0,236.0,565.0,2023,Kärnten
2023-04,21.0,ÖGK-K,Apr.23,FA für Plastische Chirurgie,3.0,4.0,7.0,2023,Kärnten
2023-04,22.0,ÖGK-K,Apr.23,FA für Kinderchirurgie,,,0.0,2023,Kärnten
2023-04,23.0,ÖGK-K,Apr.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Kärnten
2023-04,24.0,ÖGK-K,Apr.23,FA für Nuklearmedizin,53.0,66.0,119.0,2023,Kärnten
2023-04,26.0,ÖGK-K,Apr.23,FA für Strahlentherapie - Radioonkologie,,,0.0,2023,Kärnten
2023-04,29.0,ÖGK-K,Apr.23,FA für Immunologie,1.0,,1.0,2023,Kärnten
2023-04,32.0,ÖGK-K,Apr.23,FA für Kinder- und Jugendpsychiatrie,57.0,25.0,82.0,2023,Kärnten
2023-04,34.0,ÖGK-K,Apr.23,FA für medizinische Biologie,,,0.0,2023,Kärnten
2023-04,50.0,ÖGK-K,Apr.23,FA für medizinische und chemische Labordiagnostik,8.0,14.0,22.0,2023,Kärnten
2023-04,53.0,ÖGK-K,Apr.23,FA für Pathologie und Histologie,,,0.0,2023,Kärnten
2023-04,55.0,ÖGK-K,Apr.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Kärnten
2023-04,,ÖGK-K,Apr.23,Gesamt,15062.0,7953.0,23015.0,2023,Kärnten
2023-05,5.0,ÖGK-K,Mai.23,FA für Haut- und Geschlechtskrankheiten,2132.0,650.0,2782.0,2023,Kärnten
2023-05,6.0,ÖGK-K,Mai.23,FA für Frauenheilkunde und Geburtshilfe,3549.0,1633.0,5182.0,2023,Kärnten
2023-05,7.0,ÖGK-K,Mai.23,FA für Innere Medizin,1782.0,633.0,2415.0,2023,Kärnten
2023-05,8.0,ÖGK-K,Mai.23,FA für Kinder- und Jugendheilkunde,1094.0,2599.0,3693.0,2023,Kärnten
2023-05,9.0,ÖGK-K,Mai.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",493.0,268.0,761.0,2023,Kärnten
2023-05,10.0,ÖGK-K,Mai.23,FA für Lungenkrankheiten,7.0,15.0,22.0,2023,Kärnten
2023-05,11.0,ÖGK-K,Mai.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,,,0.0,2023,Kärnten
2023-05,12.0,ÖGK-K,Mai.23,FA für Orthopädie und orthopädische Chirurgie,1051.0,584.0,1635.0,2023,Kärnten
2023-05,13.0,ÖGK-K,Mai.23,FA für Physikalische Medizin,52.0,182.0,234.0,2023,Kärnten
2023-05,14.0,ÖGK-K,Mai.23,FA für Radiologie,172.0,48.0,220.0,2023,Kärnten
2023-05,15.0,ÖGK-K,Mai.23,FA für Unfallchirurgie,224.0,89.0,313.0,2023,Kärnten
2023-05,16.0,ÖGK-K,Mai.23,FA für Urologie,1217.0,176.0,1393.0,2023,Kärnten
2023-05,18.0,ÖGK-K,Mai.23,FA für Neurochirurgie,62.0,27.0,89.0,2023,Kärnten
2023-05,19.0,ÖGK-K,Mai.23,FA für Neurologie,386.0,114.0,500.0,2023,Kärnten
2023-05,20.0,ÖGK-K,Mai.23,FA für Psychiatrie,359.0,303.0,662.0,2023,Kärnten
2023-05,21.0,ÖGK-K,Mai.23,FA für Plastische Chirurgie,2.0,4.0,6.0,2023,Kärnten
2023-05,22.0,ÖGK-K,Mai.23,FA für Kinderchirurgie,,,0.0,2023,Kärnten
2023-05,23.0,ÖGK-K,Mai.23,"FA für Mund., Kiefer- und Gesichtschirurgie",,,0.0,2023,Kärnten
2023-05,24.0,ÖGK-K,Mai.23,FA für Nuklearmedizin,87.0,70.0,157.0,2023,Kärnten
2023-05,26.0,ÖGK-K,Mai.23,FA für Strahlentherapie - Radioonkologie,1.0,,1.0,2023,Kärnten
2023-05,29.0,ÖGK-K,Mai.23,FA für Immunologie,,,0.0,2023,Kärnten
2023-05,32.0,ÖGK-K,Mai.23,FA für Kinder- und Jugendpsychiatrie,80.0,40.0,120.0,2023,Kärnten
2023-05,34.0,ÖGK-K,Mai.23,FA für medizinische Biologie,,,0.0,2023,Kärnten
2023-05,50.0,ÖGK-K,Mai.23,FA für medizinische und chemische Labordiagnostik,10.0,13.0,23.0,2023,Kärnten
2023-05,53.0,ÖGK-K,Mai.23,FA für Pathologie und Histologie,,,0.0,2023,Kärnten
2023-05,55.0,ÖGK-K,Mai.23,FA für Hygiene und Mikrobiologie bzw. Labordiagnostik,,,0.0,2023,Kärnten
2023-05,,ÖGK-K,Mai.23,Gesamt,17495.0,10037.0,27532.0,2023,Kärnten
2023-06,5.0,ÖGK-K,Jun.23,FA für Haut- und Geschlechtskrankheiten,1545.0,1021.0,2566.0,2023,Kärnten
2023-06,6.0,ÖGK-K,Jun.23,FA für Frauenheilkunde und Geburtshilfe,2862.0,2097.0,4959.0,2023,Kärnten
2023-06,7.0,ÖGK-K,Jun.23,FA für Innere Medizin,2175.0,1030.0,3205.0,2023,Kärnten
2023-06,8.0,ÖGK-K,Jun.23,FA für Kinder- und Jugendheilkunde,1076.0,3389.0,4465.0,2023,Kärnten
2023-06,9.0,ÖGK-K,Jun.23,"FA für Hals-, Nasen- und Ohrenerkrankungen",709.0,554.0,1263.0,2023,Kärnten
2023-06,10.0,ÖGK-K,Jun.23,FA für Lungenkrankheiten,11.0,31.0,42.0,2023,Kärnten
2023-06,11.0,ÖGK-K,Jun.23,FA für Neurologie und Psychiatrie/ Psychiatrie und Neurologie,3.0,,3.0,2023,Kärnten
2023-06,12.0,ÖGK-K,Jun.23,FA für Orthopädie und orthopädische Chirurgie,832.0,675.0,1507.0,2023,Kärnten
2023-06,13.0,ÖGK-K,Jun.23,FA für Physikalische Medizin,65.0,274.0,339.0,2023,Kärnten
2023-06,14.0,ÖGK-K,Jun.23,FA für Radiologie,165.0,58.0,223.0,2023,Kärnten
2023-06,15.0,ÖGK-K,Jun.23,FA für Unfallchirurgie,191.0,163.0,354.0,2023,Kärnten
